Date,Store,Region,Category,Product,Revenue,Quantity,Cost
2022-05-30,Store B,West,Office Supplies,Stapler,40.0,1,24.24
2022-01-03,Store A,East,Furniture,Table,1500.0,3,944.83
2023-04-03,Store C,South,Furniture,Shelf,1200.0,4,788.46
2023-09-25,Store B,West,Electronics,Monitor,1200.0,4,738.7
2023-11-06,Store B,West,Office Supplies,Paper,100.0,3,67.65
2022-05-30,Store C,South,Furniture,Shelf,960.0,4,628.6
2023-04-24,Store A,East,Furniture,Table,1500.0,3,967.98
2022-03-07,Store B,West,Electronics,Monitor,1500.0,2,1019.25
2023-10-16,Store D,Central,Electronics,Keyboard,400.0,2,257.91
2022-01-17,Store B,West,Electronics,Laptop,3750.0,3,2276.93
2023-11-06,Store B,West,Office Supplies,Paper,75.0,3,45.6
2023-09-18,Store B,West,Electronics,Keyboard,300.0,3,198.85
2023-04-17,Store C,South,Furniture,Shelf,600.0,1,366.63
2022-05-23,Store D,Central,Office Supplies,Stapler,60.0,3,38.52
2022-02-21,Store A,East,Furniture,Table,2000.0,5,1200.61
2023-06-12,Store B,West,Furniture,Table,1000.0,1,600.9
2022-08-29,Store B,West,Furniture,Shelf,1200.0,2,748.71
2023-11-27,Store D,Central,Office Supplies,Folder,75.0,5,47.35
2022-12-19,Store C,South,Office Supplies,Stapler,64.0,4,41.09
2023-07-24,Store D,Central,Furniture,Chair,1666.67,2,1085.82
2023-10-23,Store C,South,Office Supplies,Pen,37.5,3,25.3
2023-08-28,Store D,Central,Electronics,Keyboard,400.0,2,269.86
2022-01-03,Store B,West,Office Supplies,Pen,40.0,4,24.3
2023-11-13,Store A,East,Electronics,Keyboard,200.0,1,
2022-06-13,Store A,East,Furniture,Shelf,960.0,4,601.1
2022-06-27,Store A,East,Furniture,Chair,2500.0,2,1669.89
2022-08-15,Store C,South,Furniture,Chair,1875.0,3,1249.35
2023-05-15,Store A,East,Furniture,Desk,3000.0,3,
2022-09-05,Store A,East,Office Supplies,Pen,50.0,3,34.68
2023-10-16,Store C,South,Office Supplies,Paper,100.0,3,
2022-08-08,Store A,East,Electronics,Monitor,1500.0,5,918.08
2022-10-31,Store C,South,Office Supplies,Stapler,53.33,2,35.29
2022-05-23,Store C,South,Furniture,Chair,2500.0,4,1659.52
2022-05-09,Store B,West,Electronics,Mouse,300.0,2,203.84
2022-08-29,Store A,East,Office Supplies,Stapler,80.0,4,53.85
28/11/2022,Store C,South,Office Supplies,Stapler,80.0,2,53.61
2023-05-22,Store D,Central,Electronics,Monitor,750.0,1,519.69
2023-08-21,Store C,South,Furniture,Desk,3000.0,2,1893.6
2023-03-06,Store C,South,Electronics,Laptop,5000.0,3,3191.82
2023-05-15,Store D,Central,Electronics,Mouse,300.0,5,183.58
2022-11-07,Store A,East,Electronics,Mouse,300.0,3,193.34
2022-01-17,Store D,Central,Furniture,Desk,2400.0,4,1600.27
2022-12-12,Store C,South,Furniture,Shelf,960.0,4,599.92
2023-05-01,Store B,West,Furniture,Shelf,800.0,2,539.92
2022-08-01,Store C,South,Office Supplies,Pen,33.33,2,20.99
2022-04-25,Store A,East,Office Supplies,Folder,75.0,4,49.27
2022-08-29,Store B,West,Office Supplies,Folder,75.0,2,48.13
2022-10-03,Store B,West,Furniture,Chair,2000.0,4,1344.79
2022-04-04,Store B,West,Office Supplies,Stapler,53.33,2,32.66
2023-03-13,Store A,East,Office Supplies,Pen,50.0,4,34.55
18/07/2022,Store A,East,Furniture,Desk,0.0,4,2013.27
2022-03-07,Store B,West,Office Supplies,Folder,75.0,3,47.51
2022-01-17,Store B,West,Furniture,Chair,2500.0,4,
2023-02-27,Store C,South,Furniture,Shelf,600.0,1,
2023-09-11,Store D,Central,Office Supplies,Pen,37.5,3,25.95
2023-10-30,Store C,South,Office Supplies,Paper,100.0,5,67.15
2023-04-10,Store C,South,Furniture,Table,1333.33,2,916.7
2023-07-17,Store B,West,Furniture,Desk,3000.0,2,1850.64
2022-04-11,Store C,South,Furniture,Shelf,900.0,3,616.51
2022-02-21,Store D,Central,Office Supplies,Folder,60.0,4,41.93
2023-09-25,Store B,West,Furniture,Table,2000.0,3,1369.36
2022-03-14,Store A,East,Electronics,Monitor,1500.0,3,968.22
2022-12-26,Store B,West,Office Supplies,Paper,66.67,2,44.03
2023-01-09,Store C,South,Furniture,Shelf,1200.0,5,806.24
2022-09-05,Store D,Central,Furniture,Table,2000.0,4,1290.39
2022-06-13,Store B,West,Office Supplies,Pen,37.5,3,25.75
2023-10-09,Store A,East,Furniture,Desk,3000.0,5,1903.71
2022-11-14,Store B,West,Office Supplies,Stapler,80.0,5,53.78
2022-11-14,Store C,South,Office Supplies,Stapler,80.0,3,
2022-01-10,Store B,West,Furniture,Shelf,600.0,1,400.04
2023-08-14,Store A,East,Office Supplies,Stapler,80.0,2,48.78
2023-10-30,Store D,Central,Electronics,Monitor,1125.0,3,678.95
2023-06-05,Store B,West,Office Supplies,Paper,75.0,3,48.07
2022-07-11,Store A,East,Furniture,Chair,2500.0,5,1616.19
2022-05-16,Store D,Central,Electronics,Laptop,5000.0,2,3371.28
2022-05-09,Store D,Central,Furniture,Desk,3000.0,3,1880.02
2023-07-24,Store D,Central,Furniture,Shelf,1200.0,2,730.35
2023-07-03,Store B,West,Electronics,Laptop,0.0,2,2166.43
2023-03-06,Store A,East,Office Supplies,Paper,100.0,5,65.98
2022-01-17,Store D,Central,Office Supplies,Pen,50.0,5,
2023-06-26,Store D,Central,Electronics,Mouse,200.0,2,129.27
2023-05-15,Store D,Central,Office Supplies,Folder,37.5,1,24.87
2023-10-16,Store D,Central,Furniture,Shelf,900.0,3,545.86
2023-03-27,Store A,East,Office Supplies,Stapler,80.0,5,49.57
2023-11-06,Store A,East,Office Supplies,Stapler,80.0,3,53.12
2023-05-08,  Store D  ,Central,Electronics ,Keyboard,320.0,4,199.02
2023-03-13,Store B,West,Electronics,Mouse,300.0,2,209.35
2023-07-24,Store A,East,Office Supplies,Paper,100.0,3,60.6
2023-04-24,Store B,West,Electronics,Laptop,5000.0,3,3071.31
2022-10-17,Store D,Central,Office Supplies,Paper,66.67,2,45.07
2022-07-25,Store C,South,Electronics,Laptop,3333.33,2,2327.48
2023-09-04,Store D,Central,Furniture,Table,2000.0,3,1295.17
2023-02-27,Store B,West,Office Supplies,Pen,-50.0,4,31.38
2022-11-21,Store D,Central,Office Supplies,Paper,66.67,2,45.33
2022-02-14,Store C,South,Electronics,Monitor,1500.0,0,
2023-01-09,Store C,South,Electronics,Laptop,5000.0,3,
2022-08-29,Store C,South,Electronics,Keyboard,200.0,1,
2022-11-28,Store C,South,Furniture,Table,1000.0,1,667.26
2022-04-04,Store D,Central,Office Supplies,Stapler,80.0,2,51.9
2023-01-30,Store B,West,Electronics,Laptop,2500.0,1,1541.54
2022-04-25,Store A,East,Electronics,Monitor,1125.0,3,698.78
2022-11-28,Store D,Central,Electronics,Keyboard,320.0,4,210.99
2023-12-25,Store B,West,Office Supplies,Paper,66.67,2,41.96
2022-06-06,Store C,South,Office Supplies,Stapler,60.0,3,41.1
2023-06-19,Store B,West,Furniture,Desk,3000.0,2,1892.33
2022-12-26,Store B,West,Office Supplies,Folder,60.0,4,41.93
2023-11-27,Store D,Central,Office Supplies,Folder,75.0,3,46.31
2023-11-20,Store B,West,Office Supplies,Paper,50.0,1,34.24
2023-12-25,Store C,South,Furniture,Desk,3000.0,4,1953.37
2023-07-17,Store C,South,Office Supplies,Pen,25.0,1,16.6
2023-02-20,Store D,Central,Furniture,Table,2000.0,5,1319.47
2023-11-27,Store D,Central,Office Supplies,Stapler,80.0,3,55.48
2023-02-13,Store C,South,Electronics,Laptop,2500.0,1,
2022-02-14,Store A,East,Furniture,Shelf,900.0,3,553.27
2022-09-12,Store C,South,Furniture,Table,2000.0,3,1207.3
2022-05-30,Store D,Central,Electronics,Keyboard,200.0,1,120.84
2023-10-23,Store A,East,Office Supplies,Folder,56.25,3,36.92
2023-11-06,Store A,East,Office Supplies,Paper,80.0,4,52.78
2023-05-01,Store A,East,Electronics,Monitor,1200.0,4,759.28
2023-03-20,Store A,East,Electronics,Monitor,1500.0,2,979.46
2022-10-10,Store B,West,Electronics,Monitor,1500.0,3,1041.07
2023-04-03,  Store B  ,West,Furniture ,Chair,1875.0,3,1296.41
2022-11-07,Store C,South,Furniture,Shelf,600.0,1,414.35
2022-07-25,Store B,West,Electronics,Laptop,5000.0,4,
2022-09-12,Store D,Central,Furniture,Shelf,900.0,3,618.45
2023-05-08,Store B,West,Electronics,Mouse,300.0,5,200.86
2023-05-08,Store B,West,Furniture,Desk,2000.0,2,1337.56
2022-01-24,Store A,East,Office Supplies,Folder,75.0,2,49.27
2023-10-23,Store D,Central,Office Supplies,Stapler,80.0,4,55.91
2022-10-03,Store D,Central,Office Supplies,Pen,40.0,4,27.17
2022-05-09,Store A,East,Electronics,Laptop,4000.0,4,2517.58
2022-11-07,Store B,West,Electronics,Mouse,300.0,4,208.85
2023-11-13,Store C,South,Furniture,Table,1500.0,3,1022.07
2022-03-28,Store C,South,Furniture,Table,1000.0,1,
2023-10-23,Store B,West,Office Supplies,Pen,40.0,4,27.86
2022-02-07,Store D,Central,Office Supplies,Stapler,64.0,4,42.69
2023-08-14,Store A,East,Electronics,Laptop,5000.0,2,3426.77
2022-04-18,Store A,East,Furniture,Shelf,1200.0,2,733.03
2022-12-19,Store C,South,Office Supplies,Pen,40.0,4,26.8
2022-05-16,Store B,West,Office Supplies,Folder,60.0,4,37.87
02/05/2022,Store B,West,Electronics,Monitor,750.0,1,491.91
2023-11-27,Store A,East,Furniture,Chair,1875.0,3,1210.78
2023-12-11,Store B,West,Furniture,Shelf,900.0,3,563.0
2022-06-20,Store A,East,Furniture,Chair,1875.0,3,1211.38
2022-04-11,Store D,Central,Office Supplies,Paper,50.0,1,31.09
2022-01-24,Store D,Central,Furniture,Chair,1875.0,3,1161.13
2023-12-04,Store A,East,Electronics,Mouse,300.0,3,203.25
2023-02-13,Store C,South,Furniture,Table,1333.33,2,811.79
2022-09-12,Store A,East,Furniture,Desk,3000.0,2,1985.86
2023-09-04,Store D,Central,Furniture,Shelf,800.0,2,508.87
2022-05-09,Store D,Central,Electronics,Laptop,2500.0,1,
2022-10-31,Store C,South,Electronics,Laptop,5000.0,4,
2023-01-30,Store A,East,Electronics,Keyboard,300.0,3,189.48
2023-03-13,Store C,South,Office Supplies,Stapler,40.0,1,26.46
2023-12-25,Store C,South,Furniture,Chair,2500.0,4,1748.69
2023-10-16,Store C,South,Office Supplies,Stapler,80.0,3,48.78
2023-08-28,Store A,East,Office Supplies,Folder,56.25,3,38.87
2023-05-15,Store D,Central,Office Supplies,Pen,25.0,1,17.18
2022-11-07,Store B,West,Office Supplies,Pen,25.0,1,
2023-01-02,Store A,East,Office Supplies,Folder,75.0,2,45.89
2023-10-02,Store B,West,Furniture,Chair,2500.0,4,1569.69
2022-03-14,Store B,West,Electronics,Monitor,1200.0,4,773.9
2022-06-27,Store D,Central,Furniture,Shelf,1200.0,5,821.89
2022-11-28,Store B,West,Office Supplies,Folder,75.0,2,50.77
2023-01-02,Store A,East,Furniture,Table,2000.0,2,1252.38
2023-07-03,Store B,West,Office Supplies,Pen,40.0,4,25.02
2022-03-14,Store B,West,Furniture,Table,1600.0,4,
2023-08-14,Store A,East,Office Supplies,Pen,50.0,5,30.76
2023-08-07,Store D,Central,Furniture,Table,1500.0,3,995.11
2022-04-18,Store A,East,Furniture,Shelf,1200.0,2,788.29
2022-03-28,Store A,East,Furniture,Desk,2400.0,4,1611.28
2022-11-14,Store D,Central,Office Supplies,Stapler,80.0,3,55.86
2022-03-21,Store A,East,Office Supplies,Stapler,60.0,3,38.51
2023-05-08,Store B,West,Electronics,Laptop,5000.0,4,3447.84
2022-07-04,Store D,Central,Office Supplies,Stapler,80.0,5,50.49
2022-02-07,Store A,East,Office Supplies,Folder,0.0,3,37.52
2023-01-02,Store D,Central,Electronics,Keyboard,266.67,2,171.02
2023-05-15,Store C,South,Electronics,Mouse,225.0,3,141.27
2023-09-11,Store C,South,Office Supplies,Pen,50.0,2,30.87
2023-03-20,Store D,Central,Electronics,Mouse,200.0,2,128.14
2022-10-03,Store C,South,Electronics,Monitor,750.0,1,501.79
13/11/2023,Store D,Central,Furniture,Chair,2500.0,5,1524.76
2022-01-17,Store C,South,Furniture,Shelf,600.0,1,387.45
2022-08-15,Store C,South,Electronics,Laptop,3750.0,3,2335.96
2022-04-11,Store A,East,Furniture,Table,2000.0,4,1266.65
2023-10-09,Store B,West,Furniture,Chair,1250.0,1,847.09
2023-01-02,Store A,East,Office Supplies,Paper,100.0,2,66.27
2022-11-14,Store B,West,Electronics,Mouse,150.0,1,100.37
2022-01-24,Store C,South,Office Supplies,Paper,66.67,2,41.66
2022-02-28,Store A,East,Office Supplies,Paper,100.0,5,67.76
2023-05-22,Store A,East,Furniture,Shelf,1200.0,2,740.56
2023-10-02,Store C,South,Furniture,Chair,1666.67,2,1100.1
2023-10-30,  Store B  ,West,Electronics ,Keyboard,266.67,2,160.36
2023-10-30,Store B,West,Office Supplies,Stapler,80.0,2,49.9
2023-05-29,Store A,East,Office Supplies,Pen,50.0,4,32.21
2023-11-20,Store C,South,Electronics,Monitor,0.0,2,942.4
2022-12-12,Store B,West,Furniture,Table,1500.0,3,953.67
03/01/2022,Store A,East,Office Supplies,Paper,50.0,1,34.83
2023-05-08,Store C,South,Electronics,Mouse,150.0,1,102.36
2022-11-21,Store C,South,Furniture,Shelf,1200.0,4,759.69
2022-04-25,Store D,Central,Office Supplies,Stapler,80.0,5,48.45
2023-07-17,Store D,Central,Electronics,Monitor,1125.0,3,768.49
2023-01-16,Store C,South,Electronics,Keyboard,400.0,4,
2023-08-07,Store C,South,Electronics,Keyboard,200.0,1,136.68
2022-08-29,Store B,West,Office Supplies,Pen,50.0,4,33.14
2023-03-27,Store B,West,Furniture,Desk,2400.0,4,
2022-01-17,Store C,South,Electronics,Keyboard,400.0,3,253.02
2022-11-14,Store C,South,Electronics,Monitor,1000.0,2,605.19
2023-08-07,Store B,West,Electronics,Laptop,5000.0,3,3094.79
2022-06-13,Store B,West,Electronics,Laptop,5000.0,4,3342.4
2023-07-24,Store C,South,Office Supplies,Paper,100.0,3,
2022-07-11,Store B,West,Electronics,Monitor,1500.0,3,953.4
2022-01-03,Store D,Central,Electronics,Monitor,1500.0,5,1009.32
2023-04-24,Store A,East,Office Supplies,Paper,100.0,5,66.63
2022-06-20,Store B,West,Furniture,Chair,2500.0,2,1674.7
2023-09-04,Store B,West,Electronics,Monitor,1500.0,3,1027.2
2023-09-25,Store C,South,Office Supplies,Stapler,80.0,4,48.1
2022-02-28,Store C,South,Office Supplies,Stapler,60.0,3,38.33
2022-11-21,Store D,Central,Electronics,Mouse,240.0,4,147.7
2023-06-26,Store C,South,Electronics,Keyboard,400.0,2,268.6
2022-09-19,Store B,West,Office Supplies,Paper,50.0,1,33.08
2023-09-11,Store D,Central,Office Supplies,Paper,80.0,4,49.88
2023-04-10,Store A,East,Electronics,Laptop,5000.0,3,3345.68
2023-03-27,Store D,Central,Office Supplies,Stapler,80.0,4,53.7
2022-07-25,Store C,South,Electronics,Mouse,240.0,4,153.9
2022-03-07,Store C,South,Office Supplies,Stapler,80.0,3,55.19
2023-04-17,Store D,Central,Furniture,Table,2000.0,2,1280.13
2023-05-01,Store C,South,Furniture,Chair,2500.0,5,1748.81
2023-03-20,Store D,Central,Electronics,Mouse,300.0,2,181.16
2022-04-25,Store C,South,Office Supplies,Pen,50.0,2,31.47
2022-11-14,Store B,West,Office Supplies,Folder,50.0,2,32.4
2023-03-13,Store B,West,Office Supplies,Paper,100.0,4,
2022-04-18,Store A,East,Electronics,Monitor,1500.0,5,1015.47
2022-02-07,Store D,Central,Electronics,Keyboard,400.0,5,248.09
2023-06-26,Store C,South,Furniture,Table,1333.33,2,839.6
2023-02-13,Store A,East,Furniture,Chair,2000.0,4,1235.2
2022-08-22,Store C,South,Furniture,Table,1500.0,3,1031.9
2023-05-22,Store C,South,Electronics,Laptop,5000.0,3,3175.33
2022-04-11,Store D,Central,Electronics,Monitor,1500.0,3,964.47
2023-09-04,Store B,West,Furniture,Desk,3000.0,2,2074.98
2023-07-31,Store C,South,Electronics,Mouse,300.0,2,
2023-03-13,Store C,South,Office Supplies,Pen,50.0,5,34.03
2023-09-25,Store C,South,Office Supplies,Pen,50.0,3,30.98
19/06/2023,  Store B  ,West,Furniture ,Chair,1666.67,2,1119.07
2022-01-31,Store C,South,Furniture,Chair,2500.0,3,1571.31
2023-06-26,Store D,Central,Furniture,Table,1600.0,4,
2022-12-05,Store A,East,Electronics,Keyboard,400.0,3,244.85
2023-05-29,Store A,East,Furniture,Shelf,800.0,2,533.78
2023-08-14,Store B,West,Office Supplies,Stapler,80.0,3,48.85
2022-10-10,Store D,Central,Office Supplies,Paper,100.0,2,67.43
2022-12-12,Store D,Central,Electronics,Mouse,300.0,4,
2023-10-02,Store B,West,Office Supplies,Pen,50.0,2,
2023-06-12,Store B,West,Furniture,Desk,1500.0,1,934.8
2022-11-07,Store C,South,Furniture,Chair,2500.0,3,1733.39
10/07/2023,Store D,Central,Electronics,Keyboard,266.67,2,
2022-07-18,Store D,Central,Office Supplies,Stapler,60.0,3,40.99
2022-09-12,Store A,East,Furniture,Desk,2400.0,4,1456.08
2022-09-12,Store B,West,Office Supplies,Folder,56.25,3,
2022-03-21,Store C,South,Electronics,Mouse,300.0,4,188.59
2023-08-28,Store B,West,Electronics,Monitor,187.5,1,121.875
2022-10-10,Store C,South,Electronics,Monitor,1500.0,4,908.64
2023-04-03,Store B,West,Furniture,Desk,2250.0,3,1557.78
2023-03-06,Store D,Central,Office Supplies,Folder,75.0,2,51.11
2023-05-29,Store A,East,Electronics,Laptop,5000.0,3,3050.74
2022-05-30,Store C,South,Furniture,Table,2000.0,4,1202.53
2022-04-18,Store D,Central,Furniture,Shelf,800.0,2,482.67
2023-11-13,Store B,West,Office Supplies,Paper,50.0,1,32.48
2022-10-17,Store B,West,Office Supplies,Stapler,80.0,3,55.39
2022-02-28,Store C,South,Furniture,Desk,3000.0,2,2013.21
2022-07-25,Store A,East,Furniture,Shelf,800.0,2,546.24
2022-03-21,Store A,East,Electronics,Mouse,150.0,1,100.34
2022-03-14,Store A,East,Furniture,Desk,2000.0,2,
2022-01-24,Store D,Central,Furniture,Table,2000.0,3,1391.52
2023-04-10,Store B,West,Furniture,Desk,2250.0,3,1374.34
2022-12-05,Store B,West,Furniture,Shelf,1200.0,3,778.01
2023-09-18,Store A,East,Office Supplies,Pen,50.0,3,
2022-05-16,Store A,East,Electronics,Keyboard,300.0,3,206.44
2022-11-21,Store D,Central,Electronics,Monitor,1500.0,2,998.37
2022-01-03,Store B,West,Electronics,Laptop,4000.0,4,2508.75
2023-01-30,Store A,East,Office Supplies,Stapler,80.0,3,48.36
2023-07-17,Store C,South,Office Supplies,Folder,37.5,1,24.98
2023-08-07,Store A,East,Furniture,Table,1600.0,4,1027.94
2022-10-03,Store D,Central,Electronics,Monitor,1500.0,2,1027.68
2023-09-25,Store A,East,Electronics,Mouse,150.0,1,101.98
2023-09-18,Store A,East,Office Supplies,Pen,33.33,2,21.53
2023-07-10,Store C,South,Electronics,Laptop,5000.0,2,3405.78
2022-11-21,Store A,East,Office Supplies,Stapler,80.0,4,53.18
2022-02-28,Store C,South,Office Supplies,Paper,100.0,3,66.37
13/03/2023,Store A,East,Electronics,Monitor,1500.0,5,907.44
2022-06-20,  Store B  ,West,Furniture ,Chair,2500.0,3,1587.41
2023-04-03,Store C,South,Furniture,Table,1333.33,2,842.53
2023-02-27,Store C,South,Furniture,Shelf,1200.0,3,762.1
2023-07-24,Store D,Central,Furniture,Desk,2250.0,3,1571.12
2022-06-13,Store B,West,Furniture,Chair,2500.0,4,1553.37
2023-05-29,Store C,South,Electronics,Mouse,200.0,2,126.89
2023-09-11,  Store C  ,South,Electronics ,Monitor,1125.0,3,684.3
2022-02-21,Store C,South,Office Supplies,Pen,50.0,2,33.26
2022-02-21,Store C,South,Furniture,Chair,2000.0,4,
2022-01-10,Store C,South,Electronics,Mouse,300.0,4,186.41
2022-01-24,Store A,East,Furniture,Desk,3000.0,2,1879.4
2022-01-10,Store B,West,Electronics,Laptop,3333.33,0,2281.2
2023-02-27,Store D,Central,Office Supplies,Pen,33.33,2,21.21
2023-04-10,Store D,Central,Office Supplies,Folder,56.25,3,35.8
2022-06-13,Store B,West,Electronics,Mouse,150.0,1,99.99
2023-07-03,Store A,East,Furniture,Desk,1500.0,1,1048.31
2022-12-12,Store B,West,Electronics,Mouse,300.0,2,196.62
2023-04-03,Store C,South,Office Supplies,Paper,66.67,2,40.13
2023-01-02,Store B,West,Electronics,Mouse,300.0,2,183.04
2022-04-18,Store B,West,Office Supplies,Pen,37.5,3,
2023-06-19,Store C,South,Office Supplies,Paper,75.0,3,48.05
2022-07-25,Store A,East,Electronics,Laptop,3333.33,2,2329.59
2023-02-27,Store C,South,Office Supplies,Stapler,40.0,1,25.73
2023-03-20,Store A,East,Electronics,Monitor,1500.0,3,911.42
2022-11-21,Store C,South,Furniture,Table,1600.0,4,995.48
2023-11-13,Store C,South,Electronics,Laptop,5000.0,5,3455.59
2023-06-19,Store B,West,Furniture,Desk,2250.0,3,1536.3
2022-12-12,Store D,Central,Furniture,Chair,2500.0,3,1668.12
2023-04-24,Store A,East,Furniture,Table,1500.0,3,980.55
2023-10-16,Store B,West,Furniture,Shelf,1200.0,2,784.36
2023-05-22,Store C,South,Furniture,Desk,3000.0,4,1804.1
2022-04-25,Store C,South,Furniture,Shelf,1200.0,5,741.67
2023-10-23,Store A,East,Furniture,Shelf,960.0,4,647.96
2023-01-09,Store B,West,Office Supplies,Folder,75.0,5,51.53
2022-02-07,  Store C  ,South,Electronics ,Laptop,4000.0,4,2549.36
2023-07-03,Store B,West,Electronics,Keyboard,400.0,4,255.57
2022-11-21,Store C,South,Electronics,Monitor,1200.0,4,
2022-05-09,Store D,Central,Furniture,Desk,2000.0,2,1343.77
2022-01-10,Store B,West,Office Supplies,Stapler,53.33,2,34.25
2022-08-01,Store B,West,Office Supplies,Pen,50.0,2,32.16
2023-08-07,Store B,West,Furniture,Desk,1500.0,1,1010.05
2022-08-01,Store A,East,Furniture,Shelf,1200.0,5,772.91
2022-12-05,Store D,Central,Office Supplies,Paper,50.0,1,33.16
2023-09-04,Store A,East,Office Supplies,Pen,50.0,3,30.6
2023-01-02,Store C,South,Electronics,Monitor,1000.0,2,635.08
2023-09-11,Store A,East,Furniture,Desk,3000.0,5,1902.41
2022-03-21,Store D,Central,Electronics,Mouse,150.0,1,90.02
2023-05-15,Store B,West,Office Supplies,Stapler,64.0,4,42.79
2022-10-17,Store D,Central,Electronics,Laptop,3333.33,2,2247.73
2022-03-14,Store D,Central,Electronics,Laptop,3333.33,2,2026.92
2022-02-07,Store A,East,Electronics,Keyboard,400.0,3,249.71
01/05/2023,Store B,West,Electronics,Laptop,0.0,4,2431.92
2022-09-05,Store A,East,Furniture,Shelf,1200.0,5,750.25
2023-03-20,Store D,Central,Office Supplies,Stapler,80.0,5,48.41
2023-10-16,Store B,West,Furniture,Chair,2500.0,4,1633.29
2022-08-29,Store A,East,Office Supplies,Folder,50.0,2,32.95
2022-05-30,Store B,West,Furniture,Table,2000.0,3,1240.98
2023-01-16,Store B,West,Furniture,Table,2000.0,2,1272.56
2022-05-30,Store C,South,Furniture,Shelf,1200.0,4,802.22
2023-10-02,Store B,West,Office Supplies,Stapler,80.0,4,50.76
2022-11-07,Store D,Central,Furniture,Table,2000.0,4,1398.52
2023-03-27,Store C,South,Electronics,Keyboard,320.0,4,198.71
2023-03-27,Store A,East,Office Supplies,Paper,100.0,2,68.28
2023-06-12,Store A,East,Furniture,Table,2000.0,2,1212.58
2023-11-27,Store D,Central,Electronics,Keyboard,200.0,1,126.06
2023-02-20,Store B,West,Office Supplies,Paper,80.0,4,49.31
2023-03-06,Store C,South,Electronics,Mouse,150.0,1,95.51
2022-07-25,Store A,East,Office Supplies,Pen,40.0,4,25.18
2023-11-27,Store D,Central,Office Supplies,Stapler,64.0,4,42.32
2023-10-23,Store B,West,Furniture,Table,1600.0,4,1074.53
2022-04-18,Store C,South,Furniture,Desk,2400.0,4,1554.83
2023-12-25,Store C,South,Office Supplies,Folder,56.25,3,39.31
2022-05-30,Store C,South,Office Supplies,Folder,75.0,5,46.44
2022-06-13,Store B,West,Office Supplies,Folder,75.0,2,48.44
2022-08-01,Store D,Central,Office Supplies,Pen,25.0,0,15.24
2023-06-26,Store A,East,Furniture,Shelf,1200.0,2,781.84
2022-12-19,Store D,Central,Furniture,Desk,2400.0,4,1503.83
2022-09-19,Store C,South,Electronics,Monitor,1125.0,3,711.72
2022-04-25,Store A,East,Electronics,Laptop,5000.0,3,3044.13
2022-03-21,Store C,South,Office Supplies,Folder,60.0,4,37.43
2023-06-19,Store D,Central,Office Supplies,Folder,56.25,3,38.93
2023-01-16,Store B,West,Office Supplies,Folder,60.0,4,37.33
2022-01-03,Store A,East,Office Supplies,Paper,50.0,1,34.7
2023-02-13,Store D,Central,Electronics,Mouse,240.0,4,145.16
2022-09-05,Store B,West,Electronics,Monitor,1500.0,4,990.91
2022-10-24,Store B,West,Furniture,Shelf,800.0,2,527.22
2022-01-17,Store A,East,Electronics,Mouse,300.0,2,184.48
30/05/2022,Store D,Central,Office Supplies,Folder,60.0,4,38.63
2022-05-02,Store A,East,Electronics,Mouse,300.0,4,181.15
2023-01-23,Store B,West,Office Supplies,Folder,75.0,3,49.0
2023-11-06,Store D,Central,Office Supplies,Paper,100.0,3,62.33
2023-05-15,Store A,East,Office Supplies,Paper,50.0,1,32.32
2023-07-03,Store B,West,Office Supplies,Pen,50.0,2,32.5
2023-05-29,Store B,West,Office Supplies,Pen,25.0,1,15.2
02/01/2023,Store A,East,Office Supplies,Folder,60.0,4,40.01
2022-12-26,Store C,South,Office Supplies,Stapler,80.0,5,54.98
2022-05-02,Store A,East,Office Supplies,Stapler,60.0,3,38.67
2022-01-24,Store D,Central,Furniture,Chair,1250.0,1,779.22
2022-08-15,Store C,South,Office Supplies,Stapler,80.0,2,51.69
2022-06-13,Store D,Central,Office Supplies,Paper,50.0,1,34.18
2022-11-21,Store C,South,Electronics,Monitor,1500.0,3,
2023-08-07,Store C,South,Furniture,Shelf,800.0,2,519.26
2023-10-23,Store A,East,Furniture,Shelf,960.0,4,
2023-07-03,Store D,Central,Electronics,Monitor,750.0,1,485.0
2022-09-26,Store B,West,Furniture,Table,2000.0,5,1273.14
2022-09-12,Store C,South,Office Supplies,Stapler,60.0,3,40.31
2022-12-05,Store A,East,Electronics,Keyboard,300.0,3,205.74
2023-02-06,Store C,South,Electronics,Laptop,2500.0,1,1636.77
2022-05-23,Store C,South,Electronics,Keyboard,400.0,4,264.34
2022-05-09,Store C,South,Electronics,Mouse,300.0,2,186.48
2023-08-07,Store A,East,Electronics,Mouse,300.0,2,197.67
11/09/2023,Store B,West,Office Supplies,Paper,100.0,4,
2022-12-26,Store B,West,Furniture,Chair,2500.0,5,1714.38
2022-07-11,Store D,Central,Electronics,Laptop,5000.0,2,3432.28
27/02/2023,Store B,West,Office Supplies,Folder,56.25,3,
2023-08-28,Store C,South,Electronics,Laptop,5000.0,5,3473.01
2022-03-28,Store D,Central,Office Supplies,Folder,75.0,2,47.27
2022-07-11,Store C,South,Furniture,Chair,2500.0,5,1686.34
2023-01-30,Store C,South,Electronics,Keyboard,400.0,3,260.71
2023-10-23,Store B,West,Office Supplies,Folder,50.0,2,32.83
2023-10-23,Store C,South,Furniture,Desk,3000.0,2,1927.97
2022-06-06,Store D,Central,Electronics,Laptop,4000.0,4,2459.17
